,country,year,swiid_market,swiid_mrkt_bott50,swiid_mrkt_top10,swiid_dsp,swiid_dsp_bott50,swiid_dsp_top10,gini_coeff,s80s20,palma,fin_lib,gfc,fin_dev_prcrdt,fin_dev_dep,gdp_per,trade,pop,infl,gdp_grth,agri,ind,nat_res,edu_exp,edu_prime,edu_sec,edu_ter,life_exp,net_barter,fdi,cap_for,gvt_cs,unemp,curcri,kaopen,civ_lib,exprty,trade_glob,legor_so,legor_ge,bank_prcrdt,all_prcrdt,bank_share_prcrdt,bank_asgdp,fin_dep,bank_share_dep,net_int,bank_roa,bank_roe,bank_con,ins_asset,life_ins,nonlife_ins,stock_mrkt,stock_trade,private_penfunds,mutual_funds,fdi_dollar,equity_dollar
125,Bulgaria,2006,44.491,43.946,43.523,33.372,33.15,33.616,32.067,4.881,1.209,9.352,0,42.761,42.907,5634.529,111.047,7601022,7.262,6.803,6.096,25.37,1.831,3.81,108.823,92.412,47.795,72.612,91.572,22.904,27.438,18.147,8.95,0,2.057,2,0,66.432,1,0,39.291,39.291,100,44.615,42.907,100,5.269,1.972,19.543,37.941,3.274,0.331,1.938,22.514,3.861,,0.59,7874476255.433,147563558.553
126,Bulgaria,2007,44.652,44.165,44.126,33.544,33.378,33.992,36.05,6.585,1.487,9.4,1,58.487,47.712,6050.246,123.533,7545338,8.403,6.591,4.652,26.26,1.686,3.6,106.105,93.154,51.24,72.663,93.824,31.228,28.289,16.688,6.88,0,2.311,2,0,82.001,1,0,47.124,47.124,100,51.971,47.712,100,5.322,2.528,24.333,48.944,3.414,0.359,1.949,36.259,9.585,1748.633,1.436,13875270456.912,88560349.975
127,Bulgaria,2008,44.846,44.345,44.236,33.463,33.262,34.033,36.149,5.638,1.525,9.345,1,67.004,51.257,6465.504,124.689,7492561,12.349,6.116,5.87,24.991,1.975,4.0,104.158,92.384,52.65,72.963,94.04,18.9,32.98,17.15,5.61,0,2.311,2,0,80.269,1,0,60.651,60.651,100,65.168,51.257,100,4.947,2.106,19.271,49.619,3.502,0.34,2.054,30.401,8.202,1660.268,0.415,10296720633.724,-105508896.291
128,Bulgaria,2009,45.039,44.597,44.669,33.505,33.25,34.22,33.606,5.163,1.316,9.41,0,69.143,53.34,6294.385,92.693,7444443,2.753,-3.272,4.236,26.567,0.704,4.22,102.062,92.521,55.008,73.412,95.528,7.49,27.781,16.739,6.82,0,2.311,2,0,80.359,1,0,68.653,68.653,100,72.94,53.34,100,4.517,1.073,8.955,49.742,3.808,0.274,1.948,16.506,1.679,2326.296,0.492,3896664559.172,7584790.359
129,Bulgaria,2010,45.463,45.157,44.66,33.874,33.682,34.569,33.822,5.221,1.334,9.258,0,68.308,54.947,6433.644,103.412,7395599,2.439,1.542,4.033,23.757,1.68,3.98,101.401,94.182,58.355,73.512,96.328,3.631,22.185,16.504,10.28,0,2.311,2,0,82.327,1,0,67.887,67.887,100,72.536,54.947,100,4.287,0.861,6.66,45.643,3.903,0.298,1.793,15.467,0.834,2713.525,0.599,1842900000.0,-720000.0
130,Bulgaria,2011,45.793,45.541,44.985,34.417,34.143,34.776,35.593,5.759,1.466,9.258,0,65.576,56.656,6611.085,117.456,7348328,4.22,2.101,4.661,25.031,2.143,3.69,101.12,96.436,59.825,74.163,95.425,3.644,20.84,15.85,11.26,0,2.311,2,0,80.439,1,0,64.745,64.745,100,70.027,56.656,100,4.124,0.797,5.974,43.848,3.666,0.284,1.642,14.023,0.63,3041.777,0.507,2103810000.0,-46160000.0
131,Bulgaria,2012,46.192,45.861,45.293,35.08,34.873,35.356,34.288,5.512,1.363,9.285,0,66.266,61.036,6699.688,123.994,7305888,2.955,0.755,4.43,25.383,1.605,3.57,100.363,95.39,62.162,74.315,95.274,3.294,21.122,15.791,12.27,0,2.311,2,0,79.689,1,0,65.414,65.414,100,71.626,61.036,100,3.642,0.534,3.965,42.991,3.753,0.297,1.581,13.631,0.611,3848.227,0.6,1788110000.0,4490000.0
132,Bulgaria,2013,46.738,46.352,46.15,35.649,35.479,35.993,35.996,5.863,1.493,9.247,0,66.257,66.12,6699.525,129.733,7265115,0.89,-0.56,4.516,23.511,1.108,3.847,99.561,101.153,65.393,74.861,95.583,3.562,21.186,17.085,12.94,0,2.311,2,0,81.312,1,0,66.206,66.206,100,73.346,66.12,100,3.328,0.439,3.316,43.964,3.995,0.333,1.641,,1.129,4806.956,0.906,1989040000.0,-19100000.0
133,Bulgaria,2014,47.356,47.035,46.44,36.362,36.258,36.427,36.555,6.346,1.542,9.26,0,59.59,67.496,6802.858,130.287,7223938,-1.418,0.967,4.559,23.444,0.785,3.88,99.711,103.013,69.587,74.466,96.033,1.913,21.06,16.833,11.42,0,2.311,2,0,85.451,1,0,61.887,61.887,100,70.603,67.496,100,3.403,-5.918,5.051,49.647,4.208,0.353,1.611,,,5088.964,0.872,1093600000.0,-76640000.0
134,Bulgaria,2015,47.97,47.749,46.948,37.069,37.059,37.273,37.413,6.088,1.62,9.317,0,55.413,67.206,7081.102,126.701,7177991,-0.105,3.428,4.061,24.023,0.659,3.914,98.766,100.06,74.045,74.615,100.0,4.37,20.853,16.084,9.14,0,2.311,2,0,86.037,1,0,55.808,55.808,100,65.998,67.206,100,3.439,0.559,4.48,56.733,4.256,0.384,1.67,,,5247.651,0.869,2221390000.0,-28580000.0
135,Bulgaria,2016,48.448,48.281,47.214,37.666,37.622,38.022,38.519,7.024,1.7,9.338,0,52.766,67.57,7347.711,122.834,7127822,-0.799,3.04,4.053,24.449,0.526,3.948,96.876,97.343,75.475,74.812,101.839,2.757,18.403,15.583,7.57,0,2.311,2,0,86.009,1,0,52.045,52.045,100,62.89,67.57,100,3.876,1.236,9.525,55.938,4.146,0.396,1.619,,,5833.581,1.018,1488430000.0,-34550000.0
136,Romania,2000,38.429,38.372,38.894,28.374,28.533,28.296,33.333,4.906,1.318,4.632,0,7.09,17.297,4567.24,48.521,22442971,45.667,2.461,10.854,30.263,3.461,2.82,104.287,82.383,23.287,71.163,91.341,2.784,19.12,16.859,6.97,0,-1.234,2,0,59.73,1,0,6.392,6.392,100,11.607,17.297,100,8.249,2.354,13.068,74.114,,0.131,0.66,0.784,0.182,,0.021,1037000000.0,58000000.0
137,Romania,2001,39.111,38.963,39.858,28.929,29.12,29.064,34.256,5.19,1.381,6.072,0,8.585,16.582,4873.093,51.929,22131970,34.477,5.218,13.15,32.337,3.508,3.02,105.79,83.499,28.054,71.161,91.274,2.864,21.04,15.797,6.56,0,-1.234,2,1,61.022,1,0,6.714,6.714,100,10.898,16.582,100,8.99,2.748,15.004,72.309,,0.179,0.635,1.609,0.176,,0.025,1157000000.0,8000000.0
138,Romania,2002,39.835,39.566,41.061,29.289,29.53,29.543,35.179,5.502,1.447,6.925,0,10.066,17.828,5246.171,53.71,21730496,22.54,5.703,11.342,33.327,2.711,3.22,105.53,84.95,33.702,71.01,93.198,2.483,21.464,14.824,8.11,0,-0.033,2,1,61.765,1,0,8.327,8.327,100,12.331,17.828,100,8.074,1.971,11.519,66.878,,0.272,0.757,3.657,0.253,,0.059,1144000000.0,21000000.0
139,Romania,2003,40.655,40.335,42.302,29.984,30.149,30.363,36.102,5.845,1.518,7.1,0,13.646,18.165,5407.856,56.18,21574326,15.273,2.341,11.914,32.048,2.464,3.24,102.831,84.221,38.906,71.31,94.349,3.19,22.74,16.045,6.95,0,0.221,2,1,62.613,1,0,10.902,10.902,100,14.196,18.165,100,8.368,1.326,8.557,67.401,,0.291,0.88,5.051,0.311,,0.05,1844000000.0,69000000.0
140,Romania,2004,41.329,41.001,42.851,30.829,30.965,31.005,37.025,6.224,1.593,7.335,0,15.524,18.835,6005.917,60.626,21451748,11.874,10.428,12.706,31.835,2.427,3.23,105.122,82.585,41.8,71.561,97.507,8.594,22.295,14.728,7.72,0,1.549,2,1,60.969,1,0,13.381,13.381,100,15.67,18.835,100,9.908,2.726,20.423,63.58,,0.279,0.966,9.435,0.687,,0.096,6443000000.0,111000000.0
141,Romania,2005,42.204,41.859,43.311,31.74,31.866,31.695,37.949,6.646,1.673,8.618,0,19.808,21.884,6325.222,59.361,21319685,9.015,4.668,8.486,32.266,1.981,3.38,102.188,81.059,45.464,71.912,97.443,6.601,23.363,16.24,7.17,0,1.803,2,0,73.621,1,0,16.695,16.695,100,18.604,21.884,100,7.086,1.93,16.858,63.091,2.208,0.354,1.127,14.277,1.188,,0.111,6498650462.866,232210719.422
142,Romania,2006,43.094,42.855,44.28,32.904,33.051,32.796,38.872,7.118,1.758,8.612,0,25.688,24.317,6873.661,61.684,21193760,6.559,8.029,7.821,32.978,2.077,3.41,101.634,85.682,54.139,72.163,98.656,9.02,26.616,15.923,7.27,0,2.057,2,0,62.234,1,0,21.33,21.33,100,22.677,24.317,100,6.45,1.844,18.377,64.587,2.45,0.325,1.276,17.03,1.263,,0.202,11006614841.842,302593655.107
143,Romania,2007,43.481,43.347,44.311,33.104,33.328,33.35,39.795,7.649,1.85,8.9,1,33.739,25.792,7480.581,63.505,20882982,4.837,7.234,5.502,34.282,1.633,3.44,100.085,84.26,60.283,72.566,98.097,5.787,35.343,15.391,6.41,0,2.311,2,0,83.477,1,0,27.098,27.098,100,28.607,25.792,100,4.822,1.744,19.65,55.511,2.752,0.334,1.303,16.984,1.311,5.724,0.223,10103086514.314,742056406.512
144,Romania,2008,43.474,43.293,44.117,32.848,33.006,33.145,37.677,6.852,1.635,8.832,1,36.034,25.592,8314.233,65.175,20537875,7.851,9.307,6.302,36.774,2.123,3.595,98.581,94.538,73.447,72.566,97.38,6.377,37.287,15.881,5.79,0,2.311,2,0,82.538,1,0,31.447,34.86,90,33.928,25.592,100,4.922,2.029,23.473,53.463,2.775,0.342,1.288,10.633,0.932,329.646,0.152,13667824244.747,21132360.608
145,Romania,2009,43.444,43.414,43.986,32.535,32.73,32.778,36.711,6.578,1.542,8.642,0,37.33,29.616,7921.221,58.473,20367487,5.587,-5.517,6.116,36.425,1.435,3.75,100.861,103.393,81.533,73.31,98.283,2.664,25.998,16.105,6.86,0,2.311,2,0,83.973,1,0,37.036,43.925,84,43.053,29.616,100,5.344,1.092,11.721,52.011,3.089,0.304,1.351,7.4,0.766,842.213,0.651,4637684879.543,6755842.417
146,Romania,2010,43.476,43.398,43.953,32.44,32.631,32.509,35.63,6.127,1.453,9.093,0,39.068,32.03,7657.543,69.833,20246871,6.091,-3.901,5.178,38.315,1.714,3.18,99.974,102.468,75.229,73.459,98.965,1.89,25.672,15.009,6.96,0,2.311,2,0,84.159,1,0,38.362,44.554,86,48.607,32.03,100,5.273,0.708,6.819,52.082,3.18,0.307,1.229,8.071,0.985,1455.113,1.03,3213737651.984,3437242.673
147,Romania,2011,43.684,43.617,43.912,32.439,32.617,32.319,35.786,6.563,1.452,8.962,0,39.109,31.9,8042.904,76.143,20147528,5.789,4.517,5.951,40.212,2.288,2.87,98.379,100.736,66.787,74.41,99.72,1.23,26.826,13.465,7.18,0,2.311,2,0,82.031,1,0,38.426,43.656,88,50.233,31.9,100,4.613,0.176,1.567,54.143,3.094,0.3,1.058,7.921,1.28,2053.474,1.303,2370097222.618,-38290891.304
148,Romania,2012,43.984,44.044,44.066,32.629,32.874,32.426,36.263,6.934,1.48,9.01,0,37.522,31.323,8234.305,76.539,20058035,3.335,1.925,4.54,34.425,2.188,2.81,96.242,97.45,54.953,74.412,99.194,1.701,27.007,13.777,6.79,0,2.311,2,0,81.005,1,0,37.353,43.12,87,49.868,31.323,100,4.043,-0.965,-8.663,55.282,3.204,0.281,1.029,,1.343,3050.551,1.531,3047569714.397,408323207.599
149,Romania,2013,44.324,44.444,44.453,32.916,33.124,32.723,36.881,7.193,1.542,9.05,0,33.858,31.463,8287.25,81.402,19983693,3.985,0.27,5.51,32.074,1.876,2.81,,95.699,51.383,75.063,98.56,2.031,24.426,14.259,7.1,0,2.311,2,0,81.331,1,0,34.84,41.686,84,47.459,31.463,100,4.032,-0.183,-1.69,53.779,2.859,0.227,0.98,,0.839,4512.531,2.096,3854819397.638,1054061124.147
150,Romania,2014,44.675,44.652,44.982,33.426,33.636,33.041,37.184,7.683,1.577,9.185,0,31.121,32.23,8661.123,83.379,19908979,1.068,4.121,4.949,32.571,1.51,2.81,,93.534,51.095,74.91,98.12,1.937,24.363,14.425,6.8,0,2.311,2,0,87.334,1,0,31.907,38.69,82,44.387,32.23,100,3.582,-1.925,-18.48,53.458,2.786,0.2,0.932,,0.678,5471.385,2.467,3869197075.105,534835681.817
151,Romania,2015,44.616,44.606,44.673,33.269,33.395,32.948,39.264,8.208,1.799,9.268,0,29.899,32.419,8976.955,83.521,19815616,-0.594,3.161,4.426,30.812,0.976,2.81,88.866,91.267,49.357,74.912,100.0,2.427,24.948,13.915,6.81,0,2.311,2,0,87.667,1,0,29.582,35.702,83,41.892,32.419,100,3.205,1.311,12.625,65.67,2.903,0.215,0.946,,,6254.15,2.835,4317731472.306,361658058.66
152,Romania,2016,44.447,44.279,44.787,32.817,32.931,32.473,36.324,7.437,1.502,9.27,0,28.176,32.391,9286.597,85.894,19702267,-1.545,2.858,4.292,30.122,0.689,2.81,87.59,88.78,49.911,75.21,100.21,3.374,23.114,15.23,5.9,0,2.311,2,0,87.371,1,0,27.771,33.417,83,39.643,32.391,100,3.661,1.249,11.388,59.386,2.468,0.209,0.978,,,7665.737,2.696,6252035766.428,-459356569.611
